"UM_CODE";"UM_NAMEF";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";"global_id";
"008880";"1-й Ирининский переулок";"1-й Ирининский пер.";"Pervy'j Irininskij pereulok";"002";"";"0102";"77000000000706300";"58481065";
"008890";"2-й Ирининский переулок";"2-й Ирининский пер.";"Vtoroj Irininskij pereulok";"002";"";"0102";"77000000000362200";"58481066";
"008891";"3-й Ирининский переулок";"3-й Ирининский пер.";"Tretij Irininskij pereulok";"002";"";"0102";"77000000000362300";"58481067";
"008910";"Иркутская улица";"Иркутская ул.";"Irkutskaya ulicza";"001";"";"0406";"77000000000139700";"58481068";
"008920";"1-й Иртышский проезд";"1-й Иртышский пр.";"Pervy'j Irty'shskij proezd";"003";"";"0406";"77000000000331600";"58481069";
"008930";"2-й Иртышский проезд";"2-й Иртышский пр.";"Vtoroj Irty'shskij proezd";"003";"";"0406";"77000000000139800";"58481070";
"008935";"улица Исаковского";"ул. Исаковского";"ulicza Isakovskogo";"001";"";"0905";"77000000000139900";"58481071";
"008940";"улица Искры";"ул. Искры";"ulicza Iskry'";"001";"";"0303";"77000000000140000";"58481072";
"008950";"проезд Воскресенские Ворота";"пр. Воскресенские Ворота";"proezd Voskresenskie Vorota";"003";"";"0108";"77000000000702300";"58481073";
"008960";"Истринская улица";"Истринская ул.";"Istrinskaya ulicza";"001";"";"0807";"77000000000140200";"58481074";
"008970";"1-я Кабельная улица";"1-я Кабельная ул.";"Pervaya Kabel`naya ulicza";"001";"";"0507";"77000000000024300";"58481075";
"008980";"2-я Кабельная улица";"2-я Кабельная ул.";"Vtoraya Kabel`naya ulicza";"001";"";"0507";"77000000000024400";"58481076";
"008990";"3-я Кабельная улица";"3-я Кабельная ул.";"Tret`ya Kabel`naya ulicza";"001";"";"0507";"77000000000024500";"58481077";
"009000";"4-я Кабельная улица";"4-я Кабельная ул.";"Chetvyortaya Kabel`naya ulicza";"001";"";"0507";"77000000000024600";"58481078";
"009010";"5-я Кабельная улица";"5-я Кабельная ул.";"Pyataya Kabel`naya ulicza";"001";"";"0507";"77000000000024700";"58481079";
"009020";"1-й Кабельный проезд";"1-й Кабельный пр.";"Pervy'j Kabel`ny'j proezd";"003";"";"0507";"77000000000024800";"58481080";
"009030";"2-й Кабельный проезд";"2-й Кабельный пр.";"Vtoroj Kabel`ny'j proezd";"003";"";"0507";"77000000000024900";"58481081";
"009035";"площадь Амилкара Кабрала";"пл. Амилкара Кабрала";"ploshhad` Amilkara Kabrala";"004";"";"0404";"77000000000351800";"58481082";
"009040";"Кавказский бульвар";"Кавказский бульв.";"Kavkazskij bul`var";"008";"";"0618";"77000000000049100";"58481083";
"009050";"Кадашёвская набережная";"Кадашёвская наб.";"Kadashyovskaya naberezhnaya";"005";"";"0103;0110";"77000000000140400";"58481084";
"009060";"1-й Кадашёвский переулок";"1-й Кадашёвский пер.";"Pervy'j Kadashyovskij pereulok";"002";"";"0110";"77000000000140500";"58481085";
"009070";"2-й Кадашёвский переулок";"2-й Кадашёвский пер.";"Vtoroj Kadashyovskij pereulok";"002";"";"0110";"77000000000140600";"58481086";
"009071";"3-й Кадашёвский переулок";"3-й Кадашёвский пер.";"Tretij Kadashyovskij pereulok";"002";"";"0110";"77000000000140700";"58481087";
"009080";"Кадашёвский тупик";"Кадашёвский туп.";"Kadashyovskij tupik";"007";"";"0110";"77000000000140800";"58481088";
"009090";"проезд Кадомцева";"пр. Кадомцева";"proezd Kadomczeva";"003";"";"0312";"77000000000140900";"58481089";
"009095";"улица Кадырова";"ул. Кадырова";"ulicza Kady'rova";"001";"";"0711";"77000000000731000";"58481090";
"009100";"улица Казакова";"ул. Казакова";"ulicza Kazakova";"001";"";"0102";"77000000000141000";"58481091";
"009110";"Казанский переулок";"Казанский пер.";"Kazanskij pereulok";"002";"";"0110";"77000000000141100";"58481092";
"009120";"1-й Казанский просек";"1-й Казанский просек";"Pervy'j Kazanskij prosek";"014";"";"0513";"77000000000000600";"58481093";
"009121";"2-й Казанский просек";"2-й Казанский просек";"Vtoroj Kazanskij prosek";"014";"";"0513";"77000000000432300";"58481094";
"009140";"Казарменный переулок";"Казарменный пер.";"Kazarmenny'j pereulok";"002";"";"0102";"77000000000141200";"58481095";
"009150";"1-й Казачий переулок";"1-й Казачий пер.";"Pervy'j Kazachij pereulok";"002";"";"0110";"77000000000141300";"58481096";
"009160";"2-й Казачий переулок";"2-й Казачий пер.";"Vtoroj Kazachij pereulok";"002";"";"0110";"77000000000141400";"58481097";
"009175";"Малый Каковинский переулок";"М. Каковинский пер.";"Maly'j Kakovinskij pereulok";"002";"";"0101";"77000000000141500";"58481099";
"009180";"Каланчёвская улица";"Каланчёвская ул.";"Kalanchyovskaya ulicza";"001";"";"0104";"77000000000063600";"58481100";
"009190";"Каланчёвский тупик";"Каланчёвский туп.";"Kalanchyovskij tupik";"007";"";"0104";"77000000000063700";"58481101";
"009200";"Калашный переулок";"Калашный пер.";"Kalashny'j pereulok";"002";"";"0101;0106";"77000000000141600";"58481102";
"009210";"Калибровская улица";"Калибровская ул.";"Kalibrovskaya ulicza";"001";"";"0310";"77000000000141700";"58481103";
"009250";"Большая Калитниковская улица";"Б. Калитниковская ул.";"Bol`shaya Kalitnikovskaya ulicza";"001";"";"0107";"77000000000025100";"58481104";
"009260";"Малая Калитниковская улица";"М. Калитниковская ул.";"Malaya Kalitnikovskaya ulicza";"001";"";"0107;0510";"77000000000141900";"58481105";
"009270";"Средняя Калитниковская улица";"Ср. Калитниковская ул.";"Srednyaya Kalitnikovskaya ulicza";"001";"";"0107;0510";"77000000000025200";"58481106";
"009280";"Большой Калитниковский проезд";"Б. Калитниковский пр.";"Bol`shoj Kalitnikovskij proezd";"003";"";"0107";"77000000000364500";"58481107";
"009290";"Малый Калитниковский проезд";"М. Калитниковский пр.";"Maly'j Kalitnikovskij proezd";"003";"";"0107";"77000000000364600";"58481108";
"009300";"Калошин переулок";"Калошин пер.";"Kaloshin pereulok";"002";"";"0101";"77000000000142100";"58481109";
"009320";"Малая Калужская улица";"М. Калужская ул.";"Malaya Kaluzhskaya ulicza";"001";"";"0610";"77000000000142200";"58481110";
"009330";"Малый Калужский переулок";"М. Калужский пер.";"Maly'j Kaluzhskij pereulok";"002";"";"0610";"77000000000364800";"58481111";
"009340";"Калмыков переулок";"Калмыков пер.";"Kalmy'kov pereulok";"002";"";"0105";"77000000000364700";"58481112";
"009350";"Долгоруковская улица";"Долгоруковская ул.";"Dolgorukovskaya ulicza";"001";"";"0108";"77000000000716200";"58481113";
"009360";"улица Каманина";"ул. Каманина";"ulicza Kamanina";"001";"";"0306";"77000000000142500";"58481114";
"009390";"улица Большие Каменщики";"ул. Б. Каменщики";"ulicza Bol`shie Kamenshhiki";"001";"";"0107";"77000000000142700";"58481115";
"009400";"улица Малые Каменщики";"ул. М. Каменщики";"ulicza Maly'e Kamenshhiki";"001";"";"0107";"77000000000142800";"58481116";
"009405";"улица Камова";"ул. Камова";"ulicza Kamova";"001";"";"0409";"77000000000039700";"58481118";
"009410";"Камчатская улица";"Камчатская ул.";"Kamchatskaya ulicza";"001";"";"0406";"77000000000143000";"58481119";
"009415";"Канатчиковский проезд";"Канатчиковский пр.";"Kanatchikovskij proezd";"003";"";"0610";"77000000000365000";"58481120";
"009420";"Кантемировская улица";"Кантемировская ул.";"Kantemirovskaya ulicza";"001";"";"0612;0618;0615";"77000000000049200";"58481121";
"009430";"Капельский переулок";"Капельский пер.";"Kapel`skij pereulok";"002";"";"0105";"77000000000143100";"58481122";
"009440";"улица Академика Капицы";"ул. Академика Капицы";"ulicza Akademika Kapiczy'";"001";"";"0704";"77000000000143200";"58481123";
"009441";"улица Сергея Капицы";"ул. Сергея Капицы";"ulicza Sergeya Kapiczy'";"001";"";"0702";"77000000000756500";"58481124";
"009450";"1-й Капотнинский проезд";"1-й Капотнинский пр.";"Pervy'j Kapotninskij proezd";"003";"";"0505";"77000000000365100";"58481125";
"009455";"2-й Капотнинский проезд";"2-й Капотнинский пр.";"Vtoroj Kapotninskij proezd";"003";"";"0505";"77000000000735100";"58481126";
"009460";"улица Капотня";"ул. Капотня";"ulicza Kapotnya";"001";"";"0505";"77000000000733300";"58481127";
"009470";"переулок Капранова";"пер. Капранова";"pereulok Kapranova";"002";"";"0106";"77000000000143300";"58481128";
"009485";"проезд Карамзина";"пр. Карамзина";"proezd Karamzina";"003";"";"0712";"77000000000143400";"58481129";
"009500";"Карамышевская набережная";"Карамышевская наб.";"Karamy'shevskaya naberezhnaya";"005";"";"0906";"77000000000143500";"58481130";
"009510";"Карамышевский проезд";"Карамышевский пр.";"Karamy'shevskij proezd";"003";"";"0906";"77000000000143600";"58481131";
"009520";"Карачаровская улица";"Карачаровская ул.";"Karacharovskaya ulicza";"001";"";"0510";"77000000000365300";"58481133";
"009530";"1-я Карачаровская улица";"1-я Карачаровская ул.";"Pervaya Karacharovskaya ulicza";"001";"";"0510";"77000000000002200";"58481134";
"009540";"2-я Карачаровская улица";"2-я Карачаровская ул.";"Vtoraya Karacharovskaya ulicza";"001";"";"0510";"77000000000002300";"58481135";
"009550";"3-я Карачаровская улица";"3-я Карачаровская ул.";"Tret`ya Karacharovskaya ulicza";"001";"";"0510";"77000000000002400";"58481136";
"009570";"2-й Карачаровский проезд";"2-й Карачаровский пр.";"Vtoroj Karacharovskij proezd";"003";"";"0510";"77000000000002100";"58481137";
"009580";"1-й Карачаровский проезд";"1-й Карачаровский пр.";"Pervy'j Karacharovskij proezd";"003";"";"0510";"77000000000143700";"58481138";
"009590";"Карачаровское шоссе";"Карачаровское ш.";"Karacharovskoe shosse";"006";"";"0510";"77000000000002500";"58481139";
"009610";"бульвар Генерала Карбышева";"бульв. Генерала Карбышева";"bul`var Generala Karby'sheva";"008";"";"0906";"77000000000143800";"58481140";
"009615";"Каргопольская улица";"Каргопольская ул.";"Kargopol`skaya ulicza";"001";"";"0311";"77000000000143900";"58481141";
"009620";"Карелин проезд";"Карелин пр.";"Karelin proezd";"003";"";"0108";"77000000000403700";"58481142";
"009630";"Карельский бульвар";"Карельский бульв.";"Karel`skij bul`var";"008";"";"0208";"77000000000144000";"58481143";
"009640";"Малый Каретный переулок";"М. Каретный пер.";"Maly'j Karetny'j pereulok";"002";"";"0108";"77000000000055000";"58481144";
"009650";"Средний Каретный переулок";"Ср. Каретный пер.";"Srednij Karetny'j pereulok";"002";"";"0108";"77000000000055100";"58481145";
"009660";"улица Каретный Ряд";"ул. Каретный Ряд";"ulicza Karetny'j Ryad";"001";"";"0108";"77000000000055200";"58481146";
"009670";"Старая Басманная улица";"Ст. Басманная ул.";"Staraya Basmannaya ulicza";"001";"";"0102";"77000000000702400";"58481147";
"009680";"Карманицкий переулок";"Карманицкий пер.";"Karmaniczkij pereulok";"002";"";"0101";"77000000000144500";"58481148";
"009690";"улица Карьер";"ул. Карьер";"ulicza Kar`er";"001";"";"0701";"77000000000144600";"58481149";
"009700";"Карьерная улица";"Карьерная ул.";"Kar`ernaya ulicza";"001";"";"0813";"77000000000144700";"58481150";
"009704";"1-я Карпатская улица";"1-я Карпатская ул.";"Pervaya Karpatskaya ulicza";"001";"";"0816";"77000000000365400";"58481151";
"009705";"2-я Карпатская улица";"2-я Карпатская ул.";"Vtoraya Karpatskaya ulicza";"001";"";"0816";"77000000000365500";"58481152";
"009710";"улица Касаткина";"ул. Касаткина";"ulicza Kasatkina";"001";"";"0301";"77000000000144800";"58481153";
"009720";"Касимовская улица";"Касимовская ул.";"Kasimovskaya ulicza";"001";"";"0606";"77000000000049300";"58481154";
"009725";"Каскадная улица";"Каскадная ул.";"Kaskadnaya ulicza";"001";"";"0409";"77000000000039800";"58481155";
"009750";"Каспийская улица";"Каспийская ул.";"Kaspijskaya ulicza";"001";"";"0612;0618";"77000000000049400";"58481157";
"009760";"Кастанаевская улица";"Кастанаевская ул.";"Kastanaevskaya ulicza";"001";"";"0818;0819";"77000000000145000";"58481158";
"009765";"улица Маршала Катукова";"ул. Маршала Катукова";"ulicza Marshala Katukova";"001";"";"0905";"77000000000145100";"58481159";
"009770";"улица Каховка";"ул. Каховка";"ulicza Kaxovka";"001";"";"0703;0710";"77000000000145200";"58481160";
"009780";"Качалинская улица";"Качалинская ул.";"Kachalinskaya ulicza";"001";"";"0107";"77000000000145300";"58481161";
"009790";"Малая Никитская улица";"М. Никитская ул.";"Malaya Nikitskaya ulicza";"001";"";"0106";"77000000000712100";"58481162";
"009807";"улица Наташи Качуевской";"ул. Наташи Качуевской";"ulicza Natashi Kachuevskoj";"001";"";"0409";"77000000000739300";"58481163";
"009810";"улица Кашёнкин Луг";"ул. Кашёнкин Луг";"ulicza Kashyonkin Lug";"001";"";"0308";"77000000000145500";"58481164";
"009815";"Каширский проезд";"Каширский пр.";"Kashirskij proezd";"003";"";"0612;0613";"77000000000049500";"58481165";
"009830";"Каширское шоссе";"Каширское ш.";"Kashirskoe shosse";"006";"";"0612;0613;0616;0617";"77000000000049600";"58481166";
"009870";"1-я Квесисская улица";"1-я Квесисская ул.";"Pervaya Kvesisskaya ulicza";"001";"";"0213";"77000000000145600";"58481168";
"009880";"2-я Квесисская улица";"2-я Квесисская ул.";"Vtoraya Kvesisskaya ulicza";"001";"";"0213";"77000000000145700";"58481169";
"009890";"улица Кедрова";"ул. Кедрова";"ulicza Kedrova";"001";"";"0701";"77000000000145800";"58481170";
"009895";"площадь Академика Келдыша";"пл. Академика Келдыша";"ploshhad` Akademika Keldy'sha";"004";"";"0704;0707";"77000000000146000";"58481171";
"009900";"Керамический проезд";"Керамический пр.";"Keramicheskij proezd";"003";"";"0206";"77000000000146100";"58481172";
"009910";"Керченская улица";"Керченская ул.";"Kerchenskaya ulicza";"001";"";"0703";"77000000000146200";"58481173";
"009920";"Кетчерская улица";"Кетчерская ул.";"Ketcherskaya ulicza";"001";"";"0404";"77000000000039900";"58481174";
"009950";"улица Кибальчича";"ул. Кибальчича";"ulicza Kibal`chicha";"001";"";"0301";"77000000000146300";"58481175";
"009970";"Киевская улица";"Киевская ул.";"Kievskaya ulicza";"001";"";"0805";"77000000000146400";"58481176";
"009980";"площадь Киевского Вокзала";"пл. Киевского Вокзала";"ploshhad` Kievskogo Vokzala";"004";"";"0805";"77000000000146500";"58481177";
"009985";"Киевское шоссе";"Киевское ш.";"Kievskoe shosse";"006";"";"0813";"77000000000432400";"58481178";
"009990";"улица Кипренского";"ул. Кипренского";"ulicza Kiprenskogo";"001";"";"0214";"77000000000331800";"58481179";
"010000";"площадь Мартина Лютера Кинга";"пл. Мартина Лютера Кинга";"ploshhad` Martina Lyutera Kinga";"004";"";"0704";"77000000000371300";"58481180";
"010020";"проезд Кирова";"пр. Кирова";"proezd Kirova";"003";"";"0508";"77000000000017600";"58481181";
"010030";"Мясницкая улица";"Мясницкая ул.";"Myasniczkaya ulicza";"001";"";"0102;0104";"77000000000711900";"58481182";
"010040";"Кировоградская улица";"Кировоградская ул.";"Kirovogradskaya ulicza";"001";"";"0619;0620;0621";"77000000000146800";"58481183";
"010050";"Кировоградский проезд";"Кировоградский пр.";"Kirovogradskij proezd";"003";"";"0621;0620";"77000000000146900";"58481184";
"010060";"улица Кирпичные Выемки";"ул. Кирпичные Выемки";"ulicza Kirpichny'e Vy'emki";"001";"";"0621";"77000000000365700";"58481185";
"010070";"3-й Кирпичный переулок";"3-й Кирпичный пер.";"Tretij Kirpichny'j pereulok";"002";"";"0417";"77000000000365800";"58481186";
"010080";"Мясницкий проезд";"Мясницкий пр.";"Myasniczkij proezd";"003";"";"0102;0104";"77000000000702800";"58481187";
"010090";"Кирпичная улица";"Кирпичная ул.";"Kirpichnaya ulicza";"001";"";"0417";"77000000000147100";"58481188";
"010100";"1-й Кирпичный переулок";"1-й Кирпичный пер.";"Pervy'j Kirpichny'j pereulok";"002";"";"0417";"77000000000147200";"58481189";
"010110";"Большой Кисельный переулок";"Б. Кисельный пер.";"Bol`shoj Kisel`ny'j pereulok";"002";"";"0105";"77000000000147300";"58481190";
"010120";"Малый Кисельный переулок";"М. Кисельный пер.";"Maly'j Kisel`ny'j pereulok";"002";"";"0105";"77000000000147400";"58481191";
"010130";"Кисельный тупик";"Кисельный туп.";"Kisel`ny'j tupik";"007";"";"0105";"77000000000147600";"58481192";
"010150";"Нижний Кисловский переулок";"Нижн. Кисловский пер.";"Nizhnij Kislovskij pereulok";"002";"";"0101;0106";"77000000000147700";"58481193";
"010160";"Средний Кисловский переулок";"Ср. Кисловский пер.";"Srednij Kislovskij pereulok";"002";"";"0106";"77000000000147800";"58481194";
"010170";"Китайгородский проезд";"Китайгородский пр.";"Kitajgorodskij proezd";"003";"";"0107;0108";"77000000000722300";"58481195";
"010190";"Кленовый бульвар";"Кленовый бульв.";"Klenovy'j bul`var";"008";"";"0614";"77000000000148000";"58481196";
"010200";"улица Климашкина";"ул. Климашкина";"ulicza Klimashkina";"001";"";"0106";"77000000000148100";"58481197";
"010210";"Климентовский переулок";"Климентовский пер.";"Klimentovskij pereulok";"002";"";"0103";"77000000000148200";"58481198";
"010235";"Клинская улица";"Клинская ул.";"Klinskaya ulicza";"001";"";"0216";"77000000000148300";"58481199";
"010237";"Клинский проезд";"Клинский пр.";"Klinskij proezd";"003";"";"0216";"77000000000709900";"58481200";
"010240";"улица Клочкова";"ул. Клочкова";"ulicza Klochkova";"001";"";"0819";"77000000000148400";"58481201";
"010250";"Ключевая улица";"Ключевая ул.";"Klyuchevaya ulicza";"001";"";"0608";"77000000000049700";"58481202";
"010260";"Клязьминская улица";"Клязьминская ул.";"Klyaz`minskaya ulicza";"001";"";"0208";"77000000000148500";"58481203";
"010270";"Княжекозловский переулок";"Княжекозловский пер.";"Knyazhekozlovskij pereulok";"002";"";"0507";"77000000000028600";"58481204";
"010280";"Княжеская улица";"Княжеская ул.";"Knyazheskaya ulicza";"001";"";"0816";"77000000000148600";"58481205";
"010290";"улица Княжнина";"ул. Княжнина";"ulicza Knyazhnina";"001";"";"0507";"77000000000029100";"58481206";
"010300";"улица Софьи Ковалевской";"ул. Софьи Ковалевской";"ulicza Sof`i Kovalevskoj";"001";"";"0208";"77000000000362500";"58481207";
"010310";"Ковров переулок";"Ковров пер.";"Kovrov pereulok";"002";"";"0107";"77000000000148700";"58481208";
"010320";"улица Наташи Ковшовой";"ул. Наташи Ковшовой";"ulicza Natashi Kovshovoj";"001";"";"0820";"77000000000332200";"58481209";
"010330";"Ковылинский переулок";"Ковылинский пер.";"Kovy'linskij pereulok";"002";"";"0415";"77000000000365900";"58481210";
"010340";"площадь Викторио Кодовильи";"пл. Викторио Кодовильи";"ploshhad` Viktorio Kodovil`i";"004";"";"0416";"77000000000354000";"58481211";
"010350";"Кожевническая улица";"Кожевническая ул.";"Kozhevnicheskaya ulicza";"001";"";"0103;0609";"77000000000148800";"58481212";
"010360";"улица Кожевнический Вражек";"ул. Кожевнический Вражек";"ulicza Kozhevnicheskij Vrazhek";"001";"";"0609";"77000000000323200";"58481213";
"010370";"Кожевнический проезд";"Кожевнический пр.";"Kozhevnicheskij proezd";"003";"";"0103";"77000000000149300";"58481214";
"010375";"улица Маршала Кожедуба";"ул. Маршала Кожедуба";"ulicza Marshala Kozheduba";"001";"";"0508";"77000000000724600";"58481215";
"010380";"1-й Кожевнический переулок";"1-й Кожевнический пер.";"Pervy'j Kozhevnicheskij pereulok";"002";"";"0609";"77000000000148900";"58481216";
"010390";"2-й Кожевнический переулок";"2-й Кожевнический пер.";"Vtoroj Kozhevnicheskij pereulok";"002";"";"0609";"77000000000149000";"58481217";
"010401";"4-й Кожевнический переулок";"4-й Кожевнический пер.";"Chetvyorty'j Kozhevnicheskij pereulok";"002";"";"0609";"77000000000149200";"58481218";
"010410";"улица Василисы Кожиной";"ул. Василисы Кожиной";"ulicza Vasilisy' Kozhinoj";"001";"";"0818";"77000000000093400";"58481219";
"010420";"5-я Кожуховская улица";"5-я Кожуховская ул.";"Pyataya Kozhuxovskaya ulicza";"001";"";"0515;0609";"77000000000018000";"58481220";
"010430";"6-я Кожуховская улица";"6-я Кожуховская ул.";"Shestaya Kozhuxovskaya ulicza";"001";"";"0515";"77000000000018100";"58481221";
"010440";"7-я Кожуховская улица";"7-я Кожуховская ул.";"Sed`maya Kozhuxovskaya ulicza";"001";"";"0515";"77000000000018200";"58481222";
"010450";"1-й Кожуховский проезд";"1-й Кожуховский пр.";"Pervy'j Kozhuxovskij proezd";"003";"";"0609";"77000000000149400";"58481224";
"010460";"2-й Кожуховский проезд";"2-й Кожуховский пр.";"Vtoroj Kozhuxovskij proezd";"003";"";"0609";"77000000000149500";"58481225";
"010470";"3-й Кожуховский проезд";"3-й Кожуховский пр.";"Tretij Kozhuxovskij proezd";"003";"";"0515";"77000000000018300";"58481226";
"010490";"Малый Козихинский переулок";"М. Козихинский пер.";"Maly'j Kozixinskij pereulok";"002";"";"0106";"77000000000149600";"58481227";
"010500";"Козицкий переулок";"Козицкий пер.";"Koziczkij pereulok";"002";"";"0108";"77000000000149700";"58481228";
"010510";"Козлова улица";"Козлова ул.";"Kozlova ulicza";"001";"";"0809";"77000000000149800";"58481229";
"010520";"Большой Козловский переулок";"Б. Козловский пер.";"Bol`shoj Kozlovskij pereulok";"002";"";"0102";"77000000000149900";"58481230";
"010530";"Малый Козловский переулок";"М. Козловский пер.";"Maly'j Kozlovskij pereulok";"002";"";"0102";"77000000000150000";"58481231";
"010535";"улица Коккинаки";"ул. Коккинаки";"ulicza Kokkinaki";"001";"";"0201";"77000000000150100";"58481232";
"010536";"Коктебельская улица";"Коктебельская ул.";"Koktebel`skaya ulicza";"001";"";"0708";"77000000000150200";"58481233";
"010540";"Коленчатый переулок";"Коленчатый пер.";"Kolenchaty'j pereulok";"002";"";"0213";"77000000000366200";"58481234";
"010550";"Коллективный проезд";"Коллективный пр.";"Kollektivny'j proezd";"003";"";"0618";"77000000000366300";"58481235";
"010570";"улица Елены Колесовой";"ул. Елены Колесовой";"ulicza Eleny' Kolesovoj";"001";"";"0820";"77000000000150300";"58481236";
"010575";"улица Колобашкина";"ул. Колобашкина";"ulicza Kolobashkina";"001";"";"0612";"77000000000779600";"58481237";
"010590";"1-й Колобовский переулок";"1-й Колобовский пер.";"Pervy'j Kolobovskij pereulok";"002";"";"0108";"77000000000055300";"58481238";
"010600";"2-й Колобовский переулок";"2-й Колобовский пер.";"Vtoroj Kolobovskij pereulok";"002";"";"0108";"77000000000055400";"58481239";
"010610";"3-й Колобовский переулок";"3-й Колобовский пер.";"Tretij Kolobovskij pereulok";"002";"";"0108";"77000000000055500";"58481240";
"010620";"Колодезная улица";"Колодезная ул.";"Kolodeznaya ulicza";"001";"";"0418";"77000000000150400";"58481241";
"010630";"Колодезный переулок";"Колодезный пер.";"Kolodezny'j pereulok";"002";"";"0418";"77000000000150500";"58481242";
"010640";"Колокольников переулок";"Колокольников пер.";"Kolokol`nikov pereulok";"002";"";"0105";"77000000000150600";"58481243";
"010650";"Коломенская улица";"Коломенская ул.";"Kolomenskaya ulicza";"001";"";"0614";"77000000000150800";"58481244";
"010655";"Коломенская набережная";"Коломенская наб.";"Kolomenskaya naberezhnaya";"005";"";"0614";"77000000000150700";"58481245";
"010670";"Коломенский проезд";"Коломенский пр.";"Kolomenskij proezd";"003";"";"0613";"77000000000049800";"58481246";
"010690";"Колпачный переулок";"Колпачный пер.";"Kolpachny'j pereulok";"002";"";"0102";"77000000000150900";"58481247";
"010692";"Коломенское шоссе";"Коломенское ш.";"Kolomenskoe shosse";"006";"";"0613";"77000000000366400";"58481248";
"010695";"Колпинская улица";"Колпинская ул.";"Kolpinskaya ulicza";"001";"";"0212";"77000000000151000";"58481249";
"010700";"Большая Сухаревская площадь";"Б. Сухаревская пл.";"Bol`shaya Suxarevskaya ploshhad`";"004";"";"0104;0105";"77000000000706400";"58481250";
"010710";"Малая Сухаревская площадь";"М. Сухаревская пл.";"Malaya Suxarevskaya ploshhad`";"004";"";"0105";"77000000000722700";"58481251";
"010720";"площадь Колумба";"пл. Колумба";"ploshhad` Kolumba";"004";"";"1012";"77000002000151100";"58481252";
"010730";"Колхозная улица";"Колхозная ул.";"Kolxoznaya ulicza";"001";"";"1011";"77000002007151200";"58481253";
"010740";"Кольская улица";"Кольская ул.";"Kol`skaya ulicza";"001";"";"0303;0313";"77000000000151500";"58481254";
"010750";"улица Академика Комарова";"ул. Академика Комарова";"ulicza Akademika Komarova";"001";"";"0308";"77000000000151600";"58481255";
"010760";"площадь Космонавта Комарова";"пл. Космонавта Комарова";"ploshhad` Kosmonavta Komarova";"004";"";"0201";"77000000000366500";"58481256";
"010770";"улица Коминтерна";"ул. Коминтерна";"ulicza Kominterna";"001";"";"0303;0307";"77000000000151700";"58481257";
"010780";"Комиссариатский переулок";"Комиссариатский пер.";"Komissariatskij pereulok";"002";"";"0103";"77000000000366600";"58481258";
"010793";"Коммунарская улица";"Коммунарская ул.";"Kommunarskaya ulicza";"001";"";"0711";"77000000000151800";"58481259";
"010794";"Коммунистическая улица";"Коммунистическая ул.";"Kommunisticheskaya ulicza";"001";"";"0711";"77000000000389600";"58481260";
"010800";"улица Александра Солженицына";"ул. Александра Солженицына";"ulicza Aleksandra Solzheniczy'na";"001";"";"0107";"77000000000151900";"58481261";
"010810";"улица Станиславского";"ул. Станиславского";"ulicza Stanislavskogo";"001";"";"0107";"77000000000734500";"58481262";
"010820";"Коммунистический переулок";"Коммунистический пер.";"Kommunisticheskij pereulok";"002";"";"0107";"77000000000366700";"58481263";
"010830";"Суворовская площадь";"Суворовская пл.";"Suvorovskaya ploshhad`";"004";"";"0105;0108";"77000000000702600";"58481264";
"010840";"Композиторская улица";"Композиторская ул.";"Kompozitorskaya ulicza";"001";"";"0101";"77000000000723300";"58481265";
"010850";"Комсомольская площадь";"Комсомольская пл.";"Komsomol`skaya ploshhad`";"004";"";"0104";"77000000000064000";"58481266";
"010860";"Комсомольская улица";"Комсомольская ул.";"Komsomol`skaya ulicza";"001";"";"0212";"77000000000152200";"58481267";
"010870";"Большой Златоустинский переулок";"Б. Златоустинский пер.";"Bol`shoj Zlatoustinskij pereulok";"002";"";"0102";"77000000000702900";"58481268";
"010880";"Малый Златоустинский переулок";"М. Златоустинский пер.";"Maly'j Zlatoustinskij pereulok";"002";"";"0102";"77000000000712200";"58481269";
"010885";"проезд Комсомольской Площади";"пр. Комсомольской Площади";"proezd Komsomol`skoj Ploshhadi";"003";"";"0104";"77000000000366800";"58481270";
"010890";"Комсомольский проспект";"Комсомольский просп.";"Komsomol`skij prospekt";"010";"";"0109";"77000000000152600";"58481271";
"010895";"Конаковский проезд";"Конаковский пр.";"Konakovskij proezd";"003";"";"0207";"77000000000152700";"58481272";
"010900";"Большой Кондратьевский переулок";"Б. Кондратьевский пер.";"Bol`shoj Kondrat`evskij pereulok";"002";"";"0106";"77000000000152800";"58481273";
"010920";"Средний Кондратьевский переулок";"Ср. Кондратьевский пер.";"Srednij Kondrat`evskij pereulok";"002";"";"0106";"77000000000152900";"58481274";
"010930";"улица Кондратюка";"ул. Кондратюка";"ulicza Kondratyuka";"001";"";"0310";"77000000000153000";"58481275";
"010940";"Кондрашёвский тупик";"Кондрашёвский туп.";"Kondrashyovskij tupik";"007";"";"0102";"77000000000366900";"58481276";
"010945";"улица Маршала Конева";"ул. Маршала Конева";"ulicza Marshala Koneva";"001";"";"0907";"77000000000153100";"58481277";
"010946";"улица Конёнкова";"ул. Конёнкова";"ulicza Konyonkova";"001";"";"0304";"77000000000153200";"58481278";
"010950";"Конный переулок";"Конный пер.";"Konny'j pereulok";"002";"";"0110;0610";"77000000000153300";"58481279";
"010960";"улица Коновалова";"ул. Коновалова";"ulicza Konovalova";"001";"";"0513";"77000000000000700";"58481280";
